# setID,﻿BGC_PaThWs,BGC_PaDesConst,BGC_ThDesConst,BGC_sigmaPaPOC,BGC_sigmaPaCa,BGC_sigmaPaOp,BGC_sigmaPaDu,BGC_sigmaPaNeph,BGC_sigmaThPOC,BGC_sigmaThCa,BGC_sigmaThOp,BGC_sigmaThDu,BGC_sigmaThNeph
1036,1000,2.4,2.4,0.038897003,0.304971521,0.260054614,0.015899779,0.015329033,0.069199559,1.377346566,0.246664543,0.01290284,0.055246549
1037,1000,2.4,2.4,0.044807886,0.280615689,0.024587741,0.026382108,0.05069102,0.070438048,7.998972792,0.063415447,0.03828178,0.108666196
1038,1000,2.4,2.4,0.030013605,0.394151131,0.376861499,0.046009019,0.019823877,0.22052525,13.4444426,0.357370142,0.057447909,0.057597133
1039,1000,2.4,2.4,0.025068393,0.20413009,0.372088519,0.053726828,0.025123162,0.012086089,2.647203386,0.055113665,0.010432941,0.094413493
1040,1000,2.4,2.4,0.032435517,0.089312898,0.214017116,0.012059134,0.016488632,0.2597559,0.446462313,0.331139377,0.096115327,0.048564484
1041,1000,2.4,2.4,0.030889146,0.288957149,0.223168265,0.016369863,0.003144965,0.183365809,0.351526508,0.275890442,0.017986732,0.066045518
1042,1000,2.4,2.4,0.03863935,0.28526594,0.212566245,0.049236254,0.00096376,0.133083996,2.677118226,0.059456826,0.04565514,0.030094577
1043,1000,2.4,2.4,0.01551147,0.334415349,0.262748321,0.040640403,0.002343556,0.098083069,3.788278174,0.032323365,0.094354937,0.080232166
1044,1000,2.4,2.4,0.007714811,0.260061587,0.41269176,0.042716273,0.041927748,0.200871939,9.817207679,0.37229855,0.089319345,0.051367182
1045,1000,2.4,2.4,0.026608793,0.390838561,0.059027295,0.044846971,0.051023074,0.268881568,0.758419093,0.032870514,0.058734565,0.005060189
1046,1000,2.4,2.4,0.027929331,0.123842864,0.018500802,0.013907561,0.003084742,0.171053163,10.90546523,0.025812985,0.108510241,0.055576743
1047,1000,2.4,2.4,0.00663933,0.014719001,0.091173947,0.025597257,0.012135104,0.04465434,11.75618671,0.192740468,0.090428486,0.074013986
1048,1000,2.4,2.4,0.01752423,0.179484576,0.294942847,0.042305407,0.045268634,0.251804834,11.24117893,0.271475512,0.037633356,0.058835672
1049,1000,2.4,2.4,0.001609835,0.309200605,0.38842467,0.010751251,0.021201006,0.248909473,3.471801329,0.350386446,0.023059436,0.088440689
1050,1000,2.4,2.4,0.042259093,0.387650622,0.34483706,0.016218592,0.055013507,0.046369683,13.02876487,0.193003529,0.017564722,0.063068753
1051,1000,2.4,2.4,0.008571469,0.412085833,0.366536975,0.04972351,0.002387775,0.107166295,10.1272418,0.394768448,0.062651088,0.028460626
1052,1000,2.4,2.4,0.015922196,0.365900948,0.040036522,0.050189206,0.052520111,0.008906931,0.74203817,0.135421165,0.071215921,0.008735798
1053,1000,2.4,2.4,0.037386812,0.377300027,0.152216869,0.029922539,0.014313444,0.016535037,0.600390806,0.260655167,0.086661709,0.059519093
1054,1000,2.4,2.4,0.016387499,0.364679248,0.305873165,0.054041131,0.008846064,0.096599352,3.622248988,0.211952302,0.087473783,0.054856823
1055,1000,2.4,2.4,0.03800089,0.015389462,0.34023914,0.002969481,0.014185901,0.117130094,11.75151385,0.084339077,0.038598943,0.101104227
1056,1000,2.4,2.4,0.011572337,0.393893571,0.308738602,0.047089184,0.004463125,0.086967031,7.723037492,0.083738967,0.109758577,0.052627619
1057,1000,2.4,2.4,0.03795301,0.454836761,0.236763444,0.010890763,0.05496636,0.041326796,4.141846688,0.193876968,0.083520434,0.106427098
1058,1000,2.4,2.4,0.036225073,0.16891872,0.225321277,0.01130201,0.033122763,0.184686309,11.71144258,0.338205703,0.01170529,0.06349479
1059,1000,2.4,2.4,0.039050895,0.006046578,0.221515384,0.006088651,0.050062328,0.107677832,9.072944708,0.122769761,0.042142301,0.039297763
1060,1000,2.4,2.4,0.00848934,0.307964371,0.005313696,0.030305951,0.040621084,0.003250361,7.590139348,0.309587317,0.083861972,0.068982885
1061,1000,2.4,2.4,0.00832003,0.191246522,0.377178012,0.016792,0.031118601,0.245616656,9.624045428,0.254395483,0.067918034,0.000604688
1062,1000,2.4,2.4,0.019933209,0.263540908,0.411767153,0.014463202,0.044254324,0.086261763,9.028210719,0.362724305,0.071498992,0.026814722
1063,1000,2.4,2.4,0.031615797,0.222135865,0.004927707,0.018369079,0.045663412,0.260949778,8.402198105,0.059792621,0.073556849,0.096249876
1064,1000,2.4,2.4,0.044863157,0.149685994,0.186628311,0.006306057,0.007802879,0.081992698,5.01588527,0.125567877,0.024181505,0.10915559
1065,1000,2.4,2.4,0.014387633,0.024247713,0.402666512,0.021382668,0.011431,0.240104721,3.86608345,0.336391476,0.055072996,0.020610695
1066,1000,2.4,2.4,0.001324673,0.284561831,0.261783295,0.018003396,0.04751345,0.060762083,14.63533874,0.390705934,0.04353471,0.026305196
1067,1000,2.4,2.4,0.010178813,0.105078348,0.091258049,0.051526715,0.033938371,0.21670621,13.45431698,0.35954349,0.090057209,0.103686599
1068,1000,2.4,2.4,0.022507503,0.250307238,0.29402532,0.037375871,0.033784755,0.265844793,11.86954525,0.307911345,0.005500937,0.086690223
1069,1000,2.4,2.4,0.042616901,0.085287959,0.268262444,0.010495161,0.049607693,0.141775968,13.49452452,0.187159835,0.098222997,0.019597923
1070,1000,2.4,2.4,0.031187418,0.021473489,0.066591376,0.036748999,0.00260495,0.167070791,9.692289112,0.164264491,0.000636797,0.005287693
1071,1000,2.4,2.4,0.039602971,0.134989546,0.231469601,0.053596315,0.032175554,0.052178774,13.27425586,0.161513964,0.052302119,0.059850167
1072,1000,2.4,2.4,0.004376834,0.46559021,0.298310098,0.049618196,0.037908989,0.008280792,11.69654355,0.145614485,0.099503127,0.092036623
1073,1000,2.4,2.4,0.026590421,0.375071954,0.163112722,0.001026809,0.042300125,0.270831741,2.932929749,0.202018911,0.077748578,0.101315607
1074,1000,2.4,2.4,0.023320055,0.239089356,0.376954731,0.027575484,0.054085401,0.239183166,3.784323464,0.279685945,0.035078903,0.008630651
1075,1000,2.4,2.4,0.04383097,0.425593688,0.384937994,0.025789472,0.047565679,0.036284675,13.44616693,0.392106415,0.002825943,0.026755295
1076,1000,2.4,2.4,0.000971597,0.057909133,0.278589731,0.041872895,0.008748364,0.012614789,4.597055347,0.1270201,0.044023084,0.041786718
1077,1000,2.4,2.4,0.041156951,0.40339557,0.027119997,0.014551657,0.03464304,0.008209016,12.36197726,0.392060504,0.019914155,0.041394219
1078,1000,2.4,2.4,0.042512241,0.341270853,0.049338784,0.021297538,0.019141351,0.147200422,5.761383638,0.33484884,0.07107468,0.045048173
1079,1000,2.4,2.4,0.042401307,0.407191961,0.053749469,0.04931638,0.023012074,0.173865581,7.171726324,0.01915562,0.093676687,0.05116892
1080,1000,2.4,2.4,0.04369513,0.135732052,0.377563841,0.013485683,0.016953551,0.207475831,3.116977368,0.065240511,0.016796972,0.062311466
1081,1000,2.4,2.4,0.013809482,0.041298939,0.264298748,0.040338952,0.048527937,0.035555054,0.408504911,0.297502007,0.070390256,0.045862378
1082,1000,2.4,2.4,0.023282887,0.332958903,0.059479659,0.018287784,0.02777693,0.215428663,3.936823004,0.0352674,0.054821446,0.005972873
1083,1000,2.4,2.4,0.005188951,0.425047901,0.24430446,0.035404433,0.054444611,0.000358147,12.44936226,0.214933841,0.085802246,0.035331962
1084,1000,2.4,2.4,0.04088467,0.461101902,0.4359715,0.049373463,0.007180157,0.009581654,0.620999081,0.085769789,0.07988215,0.043666408
1085,1000,2.4,2.4,0.043253372,0.048500121,0.391899729,0.007645895,0.031403239,0.146199489,4.120858965,0.352899362,0.051579768,0.09827953
1086,1000,2.4,2.4,0.035653301,0.458149283,0.427089885,0.048108805,0.01269212,0.179096645,2.564285459,0.073128297,0.024142684,0.004984036
1087,1000,2.4,2.4,0.031811279,0.272799802,0.380638331,0.03917259,0.047066476,0.208072111,13.05140727,0.374290082,0.071416008,0.023312441
1088,1000,2.4,2.4,0.006020696,0.324517137,0.104051557,0.039225745,0.033355708,0.138084876,7.965092563,0.132252672,0.036070632,0.021526752
1089,1000,2.4,2.4,0.044996247,0.01083542,0.419876616,0.018113821,0.050085845,0.259316307,8.304023551,0.165829453,0.048698395,0.037995992
1090,1000,2.4,2.4,0.028029777,0.227972563,0.369551462,0.006328321,0.050533947,0.257443045,14.85352567,0.398223205,0.00833386,0.051084211
1091,1000,2.4,2.4,0.038646864,0.413238116,0.161587089,0.00803017,0.035263931,0.01920027,8.715022929,0.239878938,0.000329091,0.013624992
1092,1000,2.4,2.4,0.036762943,0.331758903,0.364063163,0.047965124,0.030672162,0.240679182,1.172293035,0.319511152,0.067902821,0.034998186
1093,1000,2.4,2.4,0.019674465,0.251785747,0.389052191,0.035880647,0.006613433,0.162418355,3.041614824,0.318612962,0.069318569,0.030521714
1094,1000,2.4,2.4,0.00557878,0.405285619,0.244861955,0.01658763,0.004327986,0.015359969,5.348022198,0.267405396,0.063228824,0.045926065
1095,1000,2.4,2.4,0.013402425,0.165075775,0.119401765,0.020562386,0.008661042,0.028357115,7.868893702,0.251768541,0.025691298,0.091025898
1096,1000,2.4,2.4,0.03593019,0.391059395,0.271885066,0.054029327,0.019524259,0.167372636,14.63187739,0.148373595,0.057415061,0.061743522
1097,1000,2.4,2.4,0.029396635,0.306900579,0.012167006,0.045236914,0.005906097,0.045331195,5.655475353,0.395388614,0.091219516,0.102579191
1098,1000,2.4,2.4,0.039925815,0.14639338,0.119549756,0.006367338,0.020783669,0.136898304,4.162389406,0.240623573,0.029881154,0.021462142
1099,1000,2.4,2.4,0.00798881,0.386610863,0.060022719,0.009840031,0.035716605,0.232638174,3.8940447,0.322573429,0.095338354,0.017880535
1100,1000,2.4,2.4,0.011698389,0.012458375,0.276711499,0.003462146,0.017956915,0.110132928,1.582037778,0.380505489,0.008001986,0.062848122
1101,1000,2.4,2.4,0.013173163,0.106259736,0.027193942,0.010152487,0.029377703,0.159743994,6.253702755,0.162903655,0.071162681,0.02088043
1102,1000,2.4,2.4,0.012986249,0.064411494,0.152069615,0.051899015,0.036402303,0.117715006,12.26710134,0.145744591,0.040635331,0.103025847
1103,1000,2.4,2.4,0.019410399,0.087421262,0.048888197,0.034388494,0.012666706,0.063007929,8.696776173,0.373810381,0.098423317,0.100542912
1104,1000,2.4,2.4,0.021062247,0.250150377,0.437430828,0.046678182,0.000487233,0.256721548,7.839781589,0.153420464,0.026518135,0.103831879
1105,1000,2.4,2.4,0.035762038,0.106869172,0.175161097,0.042095544,0.012652732,0.052302222,13.36747803,0.117438421,0.109160691,0.061156436
1106,1000,2.4,2.4,0.013617891,0.439418941,0.397277187,0.011697192,0.001211627,0.191304647,2.113519808,0.333468577,0.050152571,0.001452192
1107,1000,2.4,2.4,0.004561812,0.284494025,0.320197135,0.005789851,0.00020334,0.253641733,11.14685892,0.205878227,0.088055936,0.102710879
1108,1000,2.4,2.4,0.042717135,0.063108107,0.342875882,0.032407738,0.039191159,0.211217333,11.65618764,0.026815355,0.05148976,0.067200007
1109,1000,2.4,2.4,0.00460947,0.280238894,0.186231838,0.038321631,0.050991272,0.080980474,8.137066976,0.0424473,0.081888648,0.086566826
1110,1000,2.4,2.4,0.032876458,0.015282378,0.107005581,0.006033411,0.043160765,0.013044206,14.58973249,0.218720447,0.028189514,0.072376853
1111,1000,2.4,2.4,0.014024735,0.16904694,0.393869381,0.006677674,0.005673572,0.052070977,14.43176881,0.263838206,0.059439539,0.09803536
1112,1000,2.4,2.4,0.00145354,0.093911802,0.08319567,0.010708578,0.052907672,0.2290224,11.43491193,0.371630338,0.101492427,0.065449978
1113,1000,2.4,2.4,0.006548198,0.424570219,0.14661422,0.033254129,0.03587094,0.174612994,7.182280837,0.120677258,0.002698533,0.037928661
1114,1000,2.4,2.4,0.027311559,0.142061068,0.33986457,0.049051845,0.050909435,0.166167226,6.725551448,0.013671621,0.016063934,0.068034591
1115,1000,2.4,2.4,0.034480484,0.032844498,0.369964056,0.031359638,0.032036532,0.229111687,6.391488347,0.221445723,0.067386592,0.109771856
1116,1000,2.4,2.4,0.004465507,0.155007399,0.380590166,0.001964609,0.010702345,0.087256866,10.36697949,0.139865956,0.016680934,0.011560258
1117,1000,2.4,2.4,0.040289357,0.142403388,0.238507855,0.034881041,0.052468979,0.110400729,8.880792336,0.167134966,0.058272803,0.060987861
1118,1000,2.4,2.4,0.019759733,0.090997795,0.286383738,0.005813434,0.016893222,0.086543381,3.751092841,0.100751565,0.083318577,0.073893307
1119,1000,2.4,2.4,0.028298145,0.269892918,0.35440869,0.019300418,0.047022364,0.272360153,9.462084187,0.26836092,0.017462513,0.061659534
1120,1000,2.4,2.4,0.021297352,0.099371231,0.082035145,0.042251901,0.024007736,0.151367966,13.8752182,0.171129642,0.012491938,0.089549837
1121,1000,2.4,2.4,0.024240478,0.285575205,0.090223488,0.023514587,0.027320667,0.017498303,10.13578046,0.02781646,0.031900189,0.088639401
1122,1000,2.4,2.4,0.002304397,0.299802906,0.432624237,0.047168946,0.00371529,0.054109733,14.28265018,0.131144509,0.058684817,0.040687992
1123,1000,2.4,2.4,0.043025868,0.091750087,0.149778511,0.03830102,0.024815545,0.106140057,6.02720093,0.149746929,0.107200414,0.04894291
1124,1000,2.4,2.4,0.01594311,0.056031976,0.334801143,0.034047951,0.044854406,0.159818651,10.27119295,0.28754927,0.100657706,0.034220164
1125,1000,2.4,2.4,0.01215056,0.068518726,0.295782415,0.050565299,0.046271819,0.119725663,9.006504517,0.132849342,0.074521978,0.013670505
1126,1000,2.4,2.4,0.025806147,0.311621933,0.37102465,0.033491581,0.034045597,0.178489538,3.3133214,0.318918078,0.060927412,0.09872947
1127,1000,2.4,2.4,0.007557414,0.262338732,0.171678375,0.009667543,0.053050613,0.128899366,9.020086727,0.013079895,0.050665067,0.057099632
1128,1000,2.4,2.4,0.018039739,0.019240899,0.091698703,0.007316077,0.025960823,0.072102233,12.05487639,0.328352474,0.075830223,0.041121713
1129,1000,2.4,2.4,0.028647934,0.079874383,0.049569078,0.034331566,0.053379092,0.223170661,5.171965216,0.19575663,0.088959949,0.086278522
1130,1000,2.4,2.4,0.042673395,0.316249332,0.202075772,0.022186207,0.008098765,0.066044369,7.800312269,0.194611867,0.032035293,0.034629287
1131,1000,2.4,2.4,0.020570159,0.143080767,0.164056342,0.0448868,0.044535002,0.013943266,2.770051062,0.077096777,0.109821052,0.045638638
1132,1000,2.4,2.4,0.02583047,0.465378115,0.425970223,0.004518984,0.018773634,0.025342101,4.104247844,0.042286102,0.050045809,0.065360224
1133,1000,2.4,2.4,0.027496483,0.229414057,0.040752938,0.050411985,0.048227464,0.177467738,5.025490343,0.09132068,0.058885748,0.063605649
1134,1000,2.4,2.4,0.019057327,0.031077961,0.017033393,0.013266661,0.039077504,0.171229726,4.027962321,0.170788649,0.096098955,0.007373602
1135,1000,2.4,2.4,0.012937062,0.269622835,0.338220466,0.030702113,0.045515093,0.131046703,1.190189865,0.372727756,0.09584618,0.094198546
1136,1000,2.4,2.4,0.025963745,0.193120912,0.039340847,0.010818375,0.046748815,0.11626255,5.946413652,0.098650496,0.084586099,0.034089367
1137,1000,2.4,2.4,0.037914438,0.112599463,0.314602262,0.03658199,0.010586652,0.087556691,10.81626066,0.124192052,0.035884537,0.090945628
1138,1000,2.4,2.4,0.017579775,0.151092239,0.236009353,0.026649299,0.022264614,0.245707241,8.175394974,0.025490478,0.036304474,0.067807823
1139,1000,2.4,2.4,0.044942426,0.375781024,0.081071102,0.038040054,0.039105857,0.174967875,11.83572846,0.156918847,0.094435091,0.071746643
1140,1000,2.4,2.4,0.026063627,0.048211351,0.290038467,0.03363132,0.027104406,0.249786603,9.637650112,0.283453414,0.007574422,0.098121034
1141,1000,2.4,2.4,0.041766936,0.266709312,0.293595298,0.001236121,0.052403783,0.067576496,7.1753384,0.381843552,0.006521422,0.010453865
1142,1000,2.4,2.4,0.008516267,0.186694225,0.324623073,0.001660776,0.046138344,0.272602657,12.48621749,0.178097169,0.108628291,0.043803581
1143,1000,2.4,2.4,0.031791047,0.432274136,0.148256365,0.025027117,0.017274333,0.178747505,11.5023965,0.358157741,0.000806473,0.071805009
1144,1000,2.4,2.4,0.017355017,0.113387757,0.287609146,0.038437439,0.017243482,0.130289214,0.277903674,0.392332787,0.076723433,0.075839189
1145,1000,2.4,2.4,0.017690821,0.263929548,0.302706059,0.017766705,0.020414576,0.189279148,15.02517115,0.219664538,0.107173403,0.01336734
1146,1000,2.4,2.4,0.042822391,0.077762748,0.160830747,0.012595756,0.045449069,0.220020607,12.17035105,0.008186902,0.055696332,0.099241421
1147,1000,2.4,2.4,0.00551879,0.156786001,0.283452532,0.051075871,0.047618861,0.243719659,0.824442513,0.341840632,0.035233958,0.053644695
1148,1000,2.4,2.4,0.044968047,0.331965805,0.373147423,0.009355439,0.035048467,0.094718301,5.120689993,0.06954377,0.042688461,0.006576418
1149,1000,2.4,2.4,0.022220341,0.305181975,0.43872435,0.039284648,0.017595331,0.028489116,15.10847698,0.038828455,0.09968106,0.046860755
1150,1000,2.4,2.4,0.011764559,0.26600753,0.11793278,0.018985058,0.023376011,0.162369301,3.884555654,0.05092069,0.086876884,0.017843024
1151,1000,2.4,2.4,0.044025098,0.377815126,0.277571782,0.03160671,0.022371065,0.272010903,5.095685315,0.378657099,0.011932677,0.054373311
1152,1000,2.4,2.4,0.030616546,0.386028487,0.282850632,0.001819867,0.020246725,0.00741624,14.18783113,0.246434658,0.009072784,0.105047714
1153,1000,2.4,2.4,0.029156347,0.167116802,0.010768516,0.029369151,0.043779568,0.081877874,0.345507325,0.078152482,0.061099101,0.092431255
1154,1000,2.4,2.4,0.044642505,0.259431709,0.131832487,0.028872551,0.035945053,0.04326548,0.372536263,0.082149783,0.069748317,0.104159618
1155,1000,2.4,2.4,0.028012615,0.388980801,0.149330041,0.024557269,0.014370334,0.018996168,3.392935643,0.308117464,0.07780509,0.080787266
1156,1000,2.4,2.4,0.012435608,0.013099866,0.033712283,0.009221714,0.011260664,0.202766521,14.82835872,0.089058351,0.029039225,0.001777523
1157,1000,2.4,2.4,0.011312185,0.173555179,0.384788819,0.033391667,0.047498775,0.084172219,2.495513185,0.221877305,0.048893209,0.066732725
1158,1000,2.4,2.4,0.029862296,0.405854511,0.426933679,0.027739236,0.027742618,0.214276844,5.707137987,0.21293658,0.049881003,0.056887544
1159,1000,2.4,2.4,0.003223608,0.189737543,0.35290521,0.029166204,0.003965415,0.121135223,14.53961308,0.018416303,0.026647767,0.076118808
1160,1000,2.4,2.4,0.017606656,0.022366218,0.130543824,0.026925269,0.006248662,0.115503727,9.109051995,0.019320115,0.002085041,0.070054393
1161,1000,2.4,2.4,0.008752163,0.009709553,0.090407841,0.045031648,0.040336468,0.131222137,4.51765076,0.076705397,0.087501731,0.026934351
1162,1000,2.4,2.4,0.013218373,0.166726049,0.041762362,0.03050417,0.003330781,0.189457356,3.07149767,0.108848673,0.075287993,0.101569869
1163,1000,2.4,2.4,0.025853616,0.334275475,0.421253562,0.038813442,0.025500865,0.231978311,9.232831131,0.139265473,0.10493759,0.019567949
1164,1000,2.4,2.4,0.002437441,0.370299469,0.24727149,0.037462458,0.048185816,0.156599662,15.26734394,0.261176777,0.105284966,0.021292732
1165,1000,2.4,2.4,0.043791528,0.106743163,0.332805762,0.020326721,0.041751739,0.243828261,1.884811304,0.078506213,0.037982387,0.079548405
1166,1000,2.4,2.4,0.014870963,0.211046008,0.197058331,0.017297389,0.036931565,0.082209027,1.053048012,0.184485859,0.081198326,0.077309293
1167,1000,2.4,2.4,0.043411633,0.117096727,0.278193769,0.023800753,0.035160788,0.093566689,4.725252418,0.115049426,0.001789367,0.036590012
1168,1000,2.4,2.4,0.003810699,0.420446105,0.389917493,0.011719912,0.021383809,0.199514522,5.60256186,0.383361776,0.054981127,0.068295264
1169,1000,2.4,2.4,0.002741885,0.190809672,0.278041227,0.007687547,0.000131871,0.059451174,10.87134303,0.211474199,0.079108103,0.004246045
1170,1000,2.4,2.4,0.044901609,0.339955008,0.201659267,0.018838613,0.014567657,0.110717761,3.993045169,0.067472224,0.065396583,0.002344667
1171,1000,2.4,2.4,0.016268476,0.131076327,0.297881278,0.044250283,0.015648914,0.275782595,6.085046834,0.058272544,0.057044059,0.031457979
1172,1000,2.4,2.4,0.018146623,0.139068002,0.3587758,0.053632901,0.001246294,0.170251158,15.69563669,0.372265315,0.015016639,0.006146307
1173,1000,2.4,2.4,0.029618053,0.4669252,0.107863645,0.03317038,0.01455435,0.01159824,12.63853012,0.085313903,0.067070787,0.018598053
1174,1000,2.4,2.4,0.042249327,0.404466936,0.343371963,0.003856122,0.030936241,0.213032553,6.306625569,0.09721301,0.073164172,0.009907145
1175,1000,2.4,2.4,0.021026575,0.017430261,0.204430763,0.055015745,0.009366541,0.272929739,11.14418759,0.10127913,0.086704942,0.029324194
1176,1000,2.4,2.4,0.042554783,0.159087662,0.0008716,0.043522958,0.049776952,0.246874235,0.845776993,0.045348624,0.001739325,0.100099959
1177,1000,2.4,2.4,0.011236278,0.280921865,0.245059228,0.026494212,0.044023318,0.102377409,1.738814077,0.180296219,0.007152596,0.098913422
1178,1000,2.4,2.4,0.025433943,0.425799228,0.068085817,0.028723502,0.047141584,0.15709883,15.1190478,0.296557085,0.086220633,0.02294775
1179,1000,2.4,2.4,0.016183828,0.274779416,0.028656657,0.014751986,0.015432021,0.015242854,0.521276563,0.057403539,0.092805089,0.018915343
1180,1000,2.4,2.4,0.035813148,0.437476914,0.096942133,0.027839242,0.027989105,0.194294302,9.939518076,0.332827338,0.030027138,0.021032335
1181,1000,2.4,2.4,0.030642906,0.27151964,0.041469259,0.024296367,0.012489331,0.092292858,2.158294481,0.07924537,0.052130947,0.025254567
1182,1000,2.4,2.4,0.042909868,0.293836651,0.323709601,0.000750427,0.014643806,0.181458182,3.584092639,0.051454155,0.037817725,0.064550467
1183,1000,2.4,2.4,0.040715178,0.2439241,0.371408699,0.003107793,0.042543835,0.090910064,5.415101223,0.09249912,0.099035634,0.014287028
