# setID,BGC_PaThWs,BGC_PaDesConst,BGC_ThDesConst,BGC_sigmaPaPOC,BGC_sigmaPaCa,BGC_sigmaPaOp,BGC_sigmaPaDu,BGC_sigmaPaNeph,BGC_sigmaThPOC,BGC_sigmaThCa,BGC_sigmaThOp,BGC_sigmaThDu,BGC_sigmaThNeph
42,2704.091128368736,4.708388780250927,4.4886424285982205,0.005813451137188018,0.20200337321328585,0.12867547371303723,0.004537410289666778,0.005893842540262768,0.089861986503382,5.95688080038804,0.044786745457242004,0.04411420120525398,0.03718730192045695
43,589.4032310308119,4.811142803879502,4.548290245925851,0.022291674778161394,0.03859695491724986,0.08950808732446211,0.026351163654080755,0.02415482091644165,0.1060631812676298,5.903920153853889,0.07410614427286298,0.030321967362662676,9.633268607931953e-05
44,2924.4529429582153,1.7408571291745263,4.617484967133825,0.0028585305644601364,0.1367469167672551,0.0930481150113591,0.00659985435141884,0.0051109212809927005,0.09824798035117807,4.310480488862114,0.07956253462608887,0.019450828113760987,0.011606788797154384
45,4307.593328567447,3.9577723888685985,2.962056315946343,0.01621033450070631,0.1120031287272831,0.03322904797407987,0.01804739304260739,0.0241009970420724,0.07771291849202519,0.30277706085596484,0.08061604529881088,0.05280099958543463,0.019401005303811034
46,3848.5211088862056,2.431412348467033,1.4434130981163,0.006771015832657345,0.13648321616844816,0.051540488089424526,0.0234852201371634,0.006598740113404329,0.09526981035164543,5.258834598696474,0.0741833414224149,0.014764832178725843,0.00980217928205627
47,3588.4215132580066,4.845317556836191,1.2190422107354189,0.00960489833265439,0.023081047454166823,0.10391937877225112,0.0013442533203429,0.021591985614256973,0.11734679458409687,2.4109436689660657,0.08129058926885709,0.005733224789760188,0.02411747135566483
48,2524.4544057797284,4.105519153294253,4.675764207106446,0.016156633055342106,0.1681918117665704,0.1426997662059265,0.01904127237483693,0.00018810901787276327,0.09559345841516764,4.590225779497834,0.016980779679832473,0.0335261814462835,0.0034794917246770284
49,4930.4677232599815,0.9493045100069555,2.7666688395923837,0.013794071437327058,0.053576051292278416,0.1596249683773311,0.0005472561826801599,0.016467691970241633,0.0851929409227481,0.7522523183453679,0.03022372580357023,0.01736759923044051,0.04343554021811382
50,2315.6260460338854,3.4494911640148413,3.4726339268103903,0.0032241798740600507,0.11486977927606247,0.03083143311472093,0.02459011991203655,0.0022823130801512973,0.08095596276603129,4.076741458166873,0.06958445318670306,0.031440395808848824,0.050640822154330564
51,2948.629582400715,4.223760658775003,3.3592411162844797,0.007264252716510792,0.08735547925578473,0.1505405214899283,0.0042122140599956575,0.025541404792412837,0.08254754185505542,3.05475969503158,0.14240601395971306,0.02960188000201783,0.00011689798836647969
52,2247.9019002992927,0.835793846179361,3.117383714677201,0.01026809049051491,0.016875349951497785,0.01199296681876729,0.026952041851450295,0.025649743361073476,0.12061878870017925,1.722682204013728,0.10583343690629637,0.019739919796813124,0.050176190181344206
53,2908.047321747268,3.323769123603875,1.496401121338562,0.019697022257146618,0.0876932290545863,0.16776928984759715,0.014130029072763315,0.012541852447010473,0.13970629940107596,6.9188020109284025,0.08700013924513737,0.05124401861173722,0.018274604107983216
54,4921.391567422759,1.9658997901209545,4.3713831910683965,0.004022340934099681,0.14445928831609614,0.10640602475817124,0.012712837576032535,0.023879278853404864,0.13006259751409985,2.642220309692949,0.11557457581335305,0.0037891297053812955,0.0021988254878795503
55,3473.555691180713,4.737155957261496,2.838366071763659,0.009062769462599925,0.05975229869477115,0.0538200345138901,0.02661140191137939,0.021428616896604618,0.05161249779919205,7.251081064941245,0.14746128295404984,0.009285274769237416,0.029608581116997896
56,3066.82770104188,0.7447830225178369,3.411975304531846,0.019829005436818044,0.08517489992270225,0.17958936173514845,0.004970996691407817,0.007192749880678869,0.11934749507076907,2.9669530762451424,0.12425366080120541,0.020242425771354353,0.05207807422539783
57,1380.3388387793914,1.4591038450285727,3.289581146954234,0.004685792697924106,0.21968476035548498,0.09343581027238801,0.015907276814214857,0.0013557764620425643,0.1310310653656579,5.994597918780848,0.05667559761898067,0.01604827502533697,0.05310001526708477
58,2273.4704663381963,3.247959756152839,2.994844109708834,0.0036126123517522387,0.10379937753285087,0.19063253360798582,0.002289594599234355,0.009403017058941022,0.11718280284545889,0.6724350898438088,0.16102578179826432,0.0163976544278333,0.01822836872059474
59,937.280378662832,4.395268395890589,1.8417703886136445,0.012474544391777743,0.10087516011432944,0.03313625486121033,0.0037425840649886613,0.02610331569400742,0.06883366522838202,7.493288173685596,0.19708014901389886,0.00592189137179128,0.04619611703046816
60,2118.490335857592,4.007265259194819,1.8944104021387975,0.012169192681015567,0.027341559137473416,0.05095202984298264,0.015939163130425687,0.0027421666147207724,0.10252806644966354,0.8722915193281411,0.1502902193090912,0.030435149168163318,0.034457396112390126
61,4999.811094583629,2.6769749522579174,2.513529929372763,0.0073772625343012715,0.1576028429911192,0.020082376805444717,0.006681557274119244,0.014256210958748869,0.12462611647696899,6.136693073377268,0.19289424647773737,0.05251182047530422,0.049865499658654104
62,4011.9242296241896,3.8145838532327065,4.274946422223028,0.015621631974746005,0.04437537964515739,0.13194735103752597,0.016796244369211615,0.013663469477343081,0.05828361994659302,4.6725970338224965,0.04516981134341781,0.03382238057105446,0.01641143376466742
63,4252.782146406669,1.6602019716001053,2.744716737228825,0.009793965368471654,0.0910082412452648,0.010208129845103033,0.011918055055577314,0.006717796375701079,0.11410006259858638,0.031005912980573307,0.14272869075506905,0.0020496905816535203,0.023329416087197307
64,537.5142957980833,2.5737857099435164,3.471037535322043,0.02165259112662293,0.08523257989891873,0.09878716477820383,0.007155394834758057,0.026936445713882342,0.04141178371282815,6.41209066551009,0.09947087967508915,0.006882884977050786,0.038849141244500084
65,2610.2041643445436,4.651849279010195,4.784374093324488,0.013329912534704466,0.14590814988136838,0.17249505052226025,0.006762814642046034,0.016903272791241358,0.05477543608976078,7.561975648579506,0.14247988578217086,0.03669448039939226,0.012236700421696917
66,1468.3939572722825,0.8185095968085894,2.201982983981889,0.011356144972029582,0.04232359769808511,0.06205847435285887,0.01416528290937861,0.011312595384765804,0.07921877835602541,1.5381225157481782,0.1483486073263881,0.04244940456277465,0.04308099548529653
67,4779.979795297117,2.868345614604599,3.7600929857121765,0.016038915471045564,0.05873852843019735,0.1275026184882883,0.015705767401080522,0.027096612546158555,0.06964402614457076,4.572012598173773,0.06517296356818957,0.015086902097384145,0.035223109791413285
68,4315.106402472506,4.208960079810652,4.256673352302712,0.018910397474559096,0.17242049862105235,0.07826170831570488,0.011793530736246349,0.018917947460093065,0.05512681202615387,5.8198768988440195,0.11142619148901617,0.01162623594235864,0.04892956786264311
69,3065.1384679995263,4.408485563155323,0.6114999186046314,0.008899029182173364,0.0070582423742614475,0.025361421762636505,0.02046332788345779,0.0019389079190298528,0.04566063972989872,7.821294735462278,0.026895565276672306,0.04060299649584732,0.0009876229940132422
70,2060.640669895566,3.1705795395195717,4.776203841750571,0.01741360429980396,0.14677680923973316,0.09386082435576844,0.0030659867681672994,0.01680018265282136,0.028276931504060677,2.2619888296407176,0.1598736027515664,0.01852014304381411,0.028279450093726004
71,3062.7097566643874,2.300540349882742,3.0731096320777103,0.015947224416935336,0.08295017684530008,0.17794065318072405,0.02256176534665253,0.018715354444473024,0.028447686306968416,7.416416674136878,0.020876470511406738,0.008777149701180813,0.03519281199762064
72,1651.9351906576103,3.9614787156517597,2.2449795561376,0.004929430868018004,0.16476950157314782,0.010807968529145413,0.022092049144357973,0.024001004399396886,0.08630203705292305,0.8110306490210405,0.11227977503524528,0.04039615315859458,0.0466379708762467
73,1931.8155935012019,3.6623915875845183,2.123963934598864,0.017717580484253627,0.034331610574371764,0.16684048553065137,0.007275348236158809,0.017053487250065523,0.10709575386630608,0.7353993714466219,0.02346654984730065,0.032649539848484316,0.047751668140745204
74,3610.232346321644,1.5040077736096917,2.5665815851528766,0.01268858817504071,0.08089588755014944,0.04969042809053671,0.01607430171245047,0.0023616202067271714,0.090513076703314,7.523715747146663,0.14123591838483082,0.003476911735932634,0.03737934705057101
75,4033.83462968404,2.0843915821202983,2.388293861573718,0.0185727564385896,0.14294891059795334,0.17321149361144145,0.01675400687198404,0.021689389557084694,0.061541267704986385,0.9740370282741815,0.02166788788240013,0.027760203682908366,0.002095320491598826
76,717.4033809125248,3.6364250802871165,4.990222891125407,0.008715774253690682,0.19726812087506376,0.08486848496221552,0.022829600187608153,0.012270519136875243,0.10801854629753736,1.2818677098776359,0.022943630210852634,0.005524100927040821,0.026770785663802307
77,4442.065386130782,1.1889967236749226,4.5048636121193075,0.01910269669788196,0.07544833968141677,0.10880069186268349,0.0158152125389042,0.007570555111454248,0.11225042270331509,3.9423085251865624,0.03861687860858865,0.010708257318611872,0.041170823093076826
78,1757.9039354618387,4.119575638791542,1.4097808512944976,0.019009815534541966,0.04487278711643155,0.06851633215884396,0.012585533371138928,0.007344841735615225,0.10067332491929608,5.920578288524323,0.07814808405618394,0.022540850932111573,0.024631210048303147
79,3786.2498924110164,1.302960521969585,3.031515389343553,0.01886600878851921,0.20046073706227427,0.18316506111679653,0.003960408408297865,0.013212044073051635,0.028632398862908616,6.677884605638339,0.13235697347087896,0.011541832114806317,0.006185988939013924
80,2642.549019799545,1.0630842793864357,2.470730833217914,0.018094817848733583,0.13708901534559437,0.1541799150443961,0.011215263418196142,0.027921950549771,0.09229157182154028,3.712073584615991,0.07705273096915563,0.00606644803040088,0.014109006559339344
81,4620.184591145866,0.8062689894828268,0.5271959035319385,0.01566096449559519,0.08203889735710852,0.1336850209925344,0.005938872649576314,0.013567710525843388,0.08667915586163535,2.0722215614724973,0.13197360474110442,0.011485649907720259,0.019464549894825156
82,4741.156238408654,3.746317573372705,2.0164707809964044,0.01775196994502025,0.006752540232336967,0.18377179415722916,0.02090686317096208,0.0014443476781789075,0.11474850972363751,0.16594616769353956,0.07740321541036997,0.020489030800816408,0.00965991169735416
83,1303.3632145882825,3.0946852847181265,0.5937241449726737,0.017968090512047633,0.04075332028880561,0.018981017025239494,0.014388124083930996,0.02292251706002857,0.13461727126074174,1.727162328488535,0.061288759167984784,0.041988131935128535,0.03531676673731449
84,786.9614402305167,2.9144697244855786,3.232551796916947,0.00911794033202842,0.04308104103384825,0.17063364039676215,0.027880519913931482,0.007005916765511556,0.11752175006764548,3.3357817700831305,0.1078068569695581,0.03678421436919638,0.05322817245908048
85,4796.22329790759,3.0243610770056497,4.436051367629322,0.018440667023580486,0.16246883945831464,0.032275703207154297,0.019602793522626796,0.027871448272624538,0.07218356475935941,4.974247622670805,0.11846464723700034,0.052949849572351604,0.005804976402428308
86,4989.716160571555,0.7659039049140458,4.643984661509442,0.019580448332354446,0.1189018219814907,0.11500217479590732,0.024129655113867242,0.02031133300069336,0.06927955146332199,6.266565507450686,0.1332278964053571,0.007565187409237542,0.018585059789825383
87,3510.081228093243,2.3997650515335947,4.648193588155037,0.0057511309451287705,0.20115244440370064,0.06545570367832634,0.004479674730898697,0.010132751890899997,0.11203485130284248,0.5357481308242723,0.12627007333172524,0.002357933769350423,0.015967895151323776
88,3262.5973540442583,1.7737278868898971,2.550997021382168,0.01561562635373775,0.2278122998833091,0.09566340444690433,0.002175430364758669,0.021898628506181222,0.03477340839850911,6.037542706171414,0.02863558537381411,0.050505546818403864,0.01831697181431666
89,694.7619998212986,3.0293248161901354,4.678400955943307,0.013366804820197944,0.10132984607720155,0.12413984684621253,0.02356940249134486,0.012033684247509523,0.06471927974327821,6.97851625044028,0.11486654532489625,0.0025143881256569226,0.007156492698243888
90,3997.579224123454,3.432519133192637,2.3839857663205812,0.0212414937693858,0.030183682950726213,0.1600794015818107,0.012126974795376645,0.01236395200758018,0.0570743668918816,7.8232546338077515,0.10216083143144915,0.04880411842400526,0.023130883916678266
91,2014.3575670542616,4.206263678920621,3.48110076815784,0.020725410296350628,0.1993866070039254,0.18167578393883801,0.0016827687864076875,0.0036323194114291735,0.06062251021945126,4.161017891417306,0.14385397578544007,0.0425548388452641,0.0032796223460309637
92,2219.5499972992684,1.244525353790094,0.928291494603548,0.006340812206707424,0.04398533972322893,0.16664678125688856,0.01769018110159576,0.0005010297077821368,0.09073206795126362,2.555644809899968,0.0499777593961743,0.04087955142468803,0.03952150384651031
93,3525.4830690472727,4.4353153824138625,1.2102204567598567,0.01690239247052648,0.04756035889964413,0.19781874092816992,0.01778438040580794,0.02278972361844548,0.08661744635020263,3.4947098029283072,0.06158670742519985,0.03344357571530506,0.02173656297016695
94,3292.0732622182386,3.8602833915152632,3.143903966125326,0.0079605190643826,0.15610041972917996,0.13378551141029038,0.016718012079836052,0.0055785703811379525,0.08851319978186226,2.8602786215552287,0.11540589363069145,0.014020595124304458,0.03791003509410638
95,3537.996547453792,3.7794127217229243,2.9226590216510613,0.0040867749496350065,0.003849790738418477,0.17465419164153276,0.015423699208114787,0.0035941175879811017,0.034694339511046314,6.196158438698284,0.033757344672936396,0.041579592221786275,0.004109085598699935
96,1053.2275277378458,4.565063943431032,1.765945228767045,0.009325396516784747,0.07358052472903294,0.13106271472389683,0.01669998769070559,0.008536802461942642,0.0756811843349238,1.8914089895164024,0.08838339164339042,0.015599819893615138,0.00825460247779462
97,3658.485158056469,3.285781431539795,2.4374487296759164,0.015889612526329613,0.03486871827642329,0.06907347097570762,0.011822166735029279,0.008989027671692792,0.11031644925345127,5.08968442715846,0.07573141542906955,0.033376186526421325,0.030505076583868758
98,2054.7427871647096,2.8432839599180197,0.8398506814661771,0.015181747372204306,0.05361207750048491,0.16242715317488346,0.00979387888709768,0.019214688551070697,0.06986955668526987,7.171236202961324,0.0713068718765175,0.04834457542729396,0.02375846800550945
99,1290.0225443553093,3.706622195965625,0.8694531998854969,0.008388285186310697,0.1596784634834164,0.2149608820082881,0.0019001371849200102,0.024938668438500736,0.10735402106158298,7.759114513495793,0.1340557226136746,0.03310828748661247,0.034827316907418936
100,2314.8636305773643,4.65746907069185,2.859906125057733,0.015317973263326692,0.16302037504604053,0.0076405961527918126,0.016649372341072964,0.0006966425537097366,0.1141323734610545,4.850929124643482,0.013014047416140154,0.02786509443853697,0.04180047380175135
101,1494.2060307355391,1.6046238011015577,3.930901073519551,0.015498971169826336,0.07242510898504795,0.03867227695711717,0.023402057336645778,0.003052740654676867,0.05726651984487712,2.53057152037021,0.05940710109886944,0.032685721536409945,0.017373396549065046
102,1733.451266600664,1.9997915462814757,2.7898274969843233,0.015198467445509293,0.22520284625582368,0.08743671577489802,0.01800831860046872,0.009607025588638289,0.12577612221043322,5.07898560504475,0.06937305142602439,0.030186211368419764,0.012032222751435024
103,4857.7936485343935,4.3364626412702,3.846228689169314,0.018934978924427585,0.08214964461986358,0.208140748523422,0.004057696042546985,0.01804929233046869,0.05918701449900525,5.1203800341333165,0.10235929303814496,0.004287642391860752,0.018077704886591675
104,3775.084031500727,3.47936812565346,4.9102062242114055,0.011744794455509668,0.12495606964629902,0.08591376989911587,0.016673494279224384,0.026643046729134368,0.10266202048595753,7.729423560104276,0.11677343766312215,0.024652989469142787,0.014816606186214248
105,4558.01638877738,3.4232387007073712,2.4523626650962007,0.01958654880907627,0.12043441305816611,0.03373993805329461,0.02396011220434901,0.0196588730475172,0.08922505395959203,0.08467953445109228,0.040752638984346674,0.035484073076997226,0.016865170362933432
106,2558.6150314949077,1.6435020147707973,2.300714582391314,0.01577446543958512,0.20435564185427055,0.02589736017342321,0.024763941006652315,0.024625492407583834,0.08440855815444034,0.23022778610573752,0.06833973875540252,0.002428002129957678,0.001399999432796289
107,2021.884719099566,0.7475717217149107,2.5787498208364217,0.004542759975156643,0.09845540841112495,0.11493469207406996,0.024018643398394306,0.019392937648670346,0.06142564127285486,5.236564488985276,0.17551067222626748,0.003915535143936886,0.01077230999783947
108,4435.887292929811,4.120962874411472,3.8698738920856406,0.012628399561641478,0.16432875997878793,0.20353107808377988,0.005469519390415452,0.019842989879927934,0.08926302068815961,3.0634888212819904,0.043821944156670865,0.027385855768903324,0.05080588145125766
109,4170.750224182319,1.6751085666172914,2.9041070968946663,0.01706192356119074,0.20420481359858603,0.07902945454655955,0.01717591402608174,0.017048239879077935,0.02824002074071681,5.356172971165598,0.10614299021688692,0.05119759411925817,0.020127141454562236
110,2614.8143849636776,4.077020310075399,0.7895666038314795,0.008403542589338831,0.19092026237988965,0.01829656277271553,0.013630958310756938,0.003188001428450125,0.13491872437082014,2.0879547996793457,0.023657292038079807,0.04483879983045397,0.014417676815026434
111,3180.3447665403064,0.8528057154745559,4.296077555566798,0.02083183582261941,0.14621114612654407,0.2181449180694255,0.014922204808724358,0.02524614189658266,0.09026846528096069,3.406210149331951,0.01689433578285457,0.0028956764932549055,0.029043572342071514
112,2996.2792092319055,0.6159826832789908,3.59048895988677,0.022209671938199727,0.0010585853023893411,0.19602126329546574,0.019833597066359523,0.01728432198434917,0.08149886022066286,2.2232640548210787,0.16263041273142814,0.04664858015032622,0.01367803668136977
113,4784.178898107901,4.6325822580661296,1.6157328525389878,0.01307309958637076,0.03900241635213029,0.005832942859052391,0.011191765895255897,0.005240527136584806,0.051680974227310245,3.9844774286094395,0.08569312562994127,0.002063721089565626,0.03342050656266816
114,2988.608704699306,1.8839011042337075,3.7693505996883476,0.0035083193776915197,0.006292659155049281,0.10648171783357492,0.017255301521208712,0.0038359547163661287,0.04242338863956513,3.3569267426457094,0.20275936149603022,0.024852299439643646,0.01664609985223296
115,3578.1330647167656,2.3926177591892612,3.0070574462864803,0.0038891785409120765,0.1812304038554839,0.16220069719826608,0.009102406844070396,0.01164684590676708,0.12156114321980842,3.165923917272816,0.20361838338073146,0.01866455855713198,0.017186669930636108
